id,task,answer,schema,Превью,comment ,answer_correct_flg ,schema_correct_flg ,task_problem ,cls_theme_0_slug,cls_theme_1_slug,Раздел,Темы,cls_grade_group
553_may-aug,"При каких значениях параметров функция f(x) будет:<br>a) непрерывна на R;<br>b) дифференцируема на R;<br>c) непрерывно дифференцируема на R?<br>20.<br>$f (x) = \left\{\begin{array}{l} \alpha x ^ {2} + \beta x + 1 , x \\ 2x + 3 , x > - 1 . \end{array}\right.$<br>$x \leq - 1$","$\alpha = -2$, $\beta = -2$","action
Определим условие непрерывности функции $f(x)$ в точке $x = -1$.
solution
Для непрерывности функции в точке $x = -1$ необходимо, чтобы левосторонний и правосторонний пределы в этой точке были равны значению функции в этой точке.
Левосторонний предел: $\lim_{x \to -1^-} f(x) = \alpha (-1)^2 + \beta (-1) + 1 = \alpha - \beta + 1$.
Правосторонний предел: $\lim_{x \to -1^+} f(x) = 2(-1) + 3 = 1$.
Значение функции в точке $x = -1$: $f(-1) = \alpha (-1)^2 + \beta (-1) + 1 = \alpha - \beta + 1$.
Для непрерывности необходимо, чтобы $\alpha - \beta + 1 = 1$, откуда $\alpha - \beta = 0$ или $\alpha = \beta$.
answer
$\alpha = \beta$

action
Определим условие дифференцируемости функции $f(x)$ в точке $x = -1$.
solution
Для дифференцируемости функции в точке $x = -1$ необходимо, чтобы производные слева и справа в этой точке были равны.
Производная слева: $f'(x) = 2\alpha x + \beta$, $f'(-1) = 2\alpha (-1) + \beta = -2\alpha + \beta$.
Производная справа: $f'(x) = 2$, $f'(-1) = 2$.
Для дифференцируемости необходимо, чтобы $-2\alpha + \beta = 2$.
answer
$-2\alpha + \beta = 2$

action
Решим систему уравнений для определения значений $\alpha$ и $\beta$.
solution
Имеем систему уравнений:
$\begin{cases}
\alpha = \beta \\
-2\alpha + \beta = 2
\end{cases}$
Подставим $\beta = \alpha$ в второе уравнение: $-2\alpha + \alpha = 2$, откуда $-\alpha = 2$ или $\alpha = -2$.
Тогда $\beta = \alpha = -2$.
answer
$\alpha = -2$, $\beta = -2$

final_answer
$\alpha = -2$, $\beta = -2$",,"схема недописана, не рассмотрен пункт с)",FALSE,FALSE,FALSE,derivative,definition,Производные,Определение,7-9 кл.
554_may-aug,"Найти произведение матриц А и В, если<br>$A = \begin{pmatrix} 2 & 1 \\3 & 4 \end{pmatrix}$<br>$B = \begin{pmatrix} 1 & 0 & 3 \\ 4 & 2 & 1 \end{pmatrix}$",$\begin{pmatrix} 6 & 2 & 7 \\ 19 & 8 & 13 \end{pmatrix}$,"action
Определить размер матрицы $A$ и количество столбцов матрицы $B$.
solution
Матрица $A$ имеет размер $2 \times 2$ (2 строки, 2 столбца). Матрица $B$ имеет размер $2 \times 3$ (2 строки, 3 столбца). Для умножения матриц количество столбцов первой матрицы должно совпадать с количеством строк второй. Здесь $2 = 2$, поэтому умножение возможно.
answer
$A$ — $2 \times 2$, $B$ — $2 \times 3$.

action
Найти элемент $C_{11}$ матрицы $C = AB$.
solution
Элемент $C_{11}$ вычисляется как сумма произведений элементов первой строки матрицы $A$ на соответствующие элементы первого столбца матрицы $B$:  
$C_{11} = 2 \cdot 1 + 1 \cdot 4 = 2 + 4 = 6$.
answer
$6$

action
Найти элемент $C_{12}$ матрицы $C = AB$.
solution
Элемент $C_{12}$ вычисляется как сумма произведений элементов первой строки матрицы $A$ на соответствующие элементы второго столбца матрицы $B$:  
$C_{12} = 2 \cdot 0 + 1 \cdot 2 = 0 + 2 = 2$.
answer
$2$

action
Найти элемент $C_{13}$ матрицы $C = AB$.
solution
Элемент $C_{13}$ вычисляется как сумма произведений элементов первой строки матрицы $A$ на соответствующие элементы третьего столбца матрицы $B$:  
$C_{13} = 2 \cdot 3 + 1 \cdot 1 = 6 + 1 = 7$.
answer
$7$

action
Найти элемент $C_{21}$ матрицы $C = AB$.
solution
Элемент $C_{21}$ вычисляется как сумма произведений элементов второй строки матрицы $A$ на соответствующие элементы первого столбца матрицы $B$:  
$C_{21} = 3 \cdot 1 + 4 \cdot 4 = 3 + 16 = 19$.
answer
$19$

action
Найти элемент $C_{22}$ матрицы $C = AB$.
solution
Элемент $C_{22}$ вычисляется как сумма произведений элементов второй строки матрицы $A$ на соответствующие элементы второго столбца матрицы $B$:  
$C_{22} = 3 \cdot 0 + 4 \cdot 2 = 0 + 8 = 8$.
answer
$8$

action
Найти элемент $C_{23}$ матрицы $C = AB$.
solution
Элемент $C_{23}$ вычисляется как сумма произведений элементов второй строки матрицы $A$ на соответствующие элементы третьего столбца матрицы $B$:  
$C_{23} = 3 \cdot 3 + 4 \cdot 1 = 9 + 4 = 13$.
answer
$13$

final_answer
$\begin{pmatrix} 6 & 2 & 7 \\ 19 & 8 & 13 \end{pmatrix}$",,выше школьного курса,,,TRUE,fraction,mult,Обыкновенные дроби,Умножение обыкновенных дробей,5-6 кл.
555_may-aug,Найти точку минимума функции<br>$y = \frac {e ^ {2x}} {x}$,$\dfrac{1}{2}$,"action
Найдем область определения функции $y = \dfrac{e^{2x}}{x}$.
solution
Функция $y = \dfrac{e^{2x}}{x}$ определена для всех $x$, кроме $x = 0$, так как знаменатель не может быть равен нулю.
answer
$x \in (-\infty, 0) \cup (0, +\infty)$

action
Найдем производную функции $y = \dfrac{e^{2x}}{x}$.
solution
Используем правило дифференцирования частного:  
$y' = \dfrac{(e^{2x})' \cdot x - e^{2x} \cdot (x)'}{x^2}$.  
Производная $e^{2x}$ равна $2e^{2x}$, а производная $x$ равна $1$.  
Подставляем:  
$y' = \dfrac{2e^{2x} \cdot x - e^{2x} \cdot 1}{x^2} = \dfrac{e^{2x}(2x - 1)}{x^2}$.
answer
$y' = \dfrac{e^{2x}(2x - 1)}{x^2}$

action
Найдем критические точки, приравняв производную к нулю.
solution
Дробь равна нулю, когда числитель равен нулю:  
$e^{2x}(2x - 1) = 0$.  
Так как $e^{2x} > 0$ для любого $x$, решаем уравнение:  
$2x - 1 = 0 \Rightarrow x = \dfrac{1}{2}$.
answer
$x = \dfrac{1}{2}$

action
Проверим знак производной слева и справа от $x = \dfrac{1}{2}$.
solution
- При $x < \dfrac{1}{2}$ (например, $x = 0.3$):  
  $2x - 1 = 0.6 - 1 = -0.4 < 0 \Rightarrow y' < 0$.  
- При $x > \dfrac{1}{2}$ (например, $x = 1$):  
  $2x - 1 = 2 - 1 = 1 > 0 \Rightarrow y' > 0$.  
Производная меняет знак с ""-"" на ""+"", значит, $x = \dfrac{1}{2}$ — точка минимума.
answer
$x = \dfrac{1}{2}$ — точка минимума

final_answer
$\dfrac{1}{2}$",,в решении шага 1 хотелось бы видеть ответ шага в явной форме,TRUE,FALSE,FALSE,function,explore,Функции и графики,Исследование функции,1-4 кл.
556_may-aug,$6 \frac {1} {3} - 8$,$\frac{-5}{3}$,"action
Преобразуем смешанное число $6 \frac{1}{3}$ в неправильную дробь.
solution
Для преобразования смешанного числа в неправильную дробь умножим целую часть на знаменатель дробной части и прибавим числитель дробной части. Получим числитель неправильной дроби, а знаменатель оставим прежним. $6 \frac{1}{3} = \frac{6 \cdot 3 + 1}{3} = \frac{19}{3}$.
answer
$\frac{19}{3}$

action
Представим число $8$ в виде дроби с тем же знаменателем, что и у $\frac{19}{3}$.
solution
Чтобы вычесть дроби, нужно привести их к общему знаменателю. Представим $8$ как дробь со знаменателем $3$: $8 = \frac{8 \cdot 3}{3} = \frac{24}{3}$.
answer
$\frac{24}{3}$

action
Выполним вычитание дробей $\frac{19}{3}$ и $\frac{24}{3}$.
solution
При вычитании дробей с одинаковыми знаменателями нужно вычесть числители, а знаменатель оставить прежним: $\frac{19}{3} - \frac{24}{3} = \frac{19 - 24}{3} = \frac{-5}{3}$.
answer
$\frac{-5}{3}$

final_answer
$\frac{-5}{3}$",,,TRUE,FALSE,FALSE,negative,add+sub,Отрицательные числа,Сложение и вычитание,1-4 кл.
557_may-aug,б)<br>$\frac {x - 3} {2} + \frac {2x - 4} {3} = - 1$,$\frac{11}{7}$,"action
Найдём общий знаменатель для дробей $\frac{x - 3}{2}$ и $\frac{2x - 4}{3}$.
solution
Общий знаменатель для чисел 2 и 3 равен 6, так как это наименьшее число, которое делится на оба знаменателя без остатка.
answer
6

action
Умножим обе части уравнения на общий знаменатель 6.
solution
Умножаем обе части уравнения $\frac{x - 3}{2} + \frac{2x - 4}{3} = -1$ на 6, чтобы избавиться от знаменателей: $6 \left( \frac{x - 3}{2} + \frac{2x - 4}{3} \right) = 6 \cdot (-1)$.
answer
$3(x - 3) + 2(2x - 4) = -6$

action
Раскроем скобки в левой части уравнения.
solution
Раскроем скобки, умножая каждый член в скобках на коэффициент перед скобками: $3(x - 3) = 3x - 9$ и $2(2x - 4) = 4x - 8$.
answer
$3x - 9 + 4x - 8 = -6$

action
Сложим подобные члены в левой части уравнения.
solution
Сложим подобные члены: $3x + 4x = 7x$ и $-9 - 8 = -17$. Получим $7x - 17 = -6$.
answer
$7x - 17 = -6$

action
Перенесём число -17 в правую часть уравнения.
solution
Перенесём -17 в правую часть уравнения, изменив его знак на противоположный: $7x = -6 + 17$.
answer
$7x = 11$

action
Разделим обе части уравнения на 7.
solution
Разделим обе части уравнения $7x = 11$ на 7, чтобы найти значение $x$: $x = \frac{11}{7}$.
answer
$x = \frac{11}{7}$

final_answer
$\frac{11}{7}$",,Шаг2 решен не до конца; Шаг 5 ответ с упрощением,TRUE,FALSE,FALSE,equation,linear,Уравнения (и их системы),Линейные уравнения,1-4 кл.
558_may-aug,"Вычислите S сферы, если ее r=1 10/11",$\frac{1764\pi}{121}$,"action
Преобразуем смешанное число $1 \frac{10}{11}$ в неправильную дробь.
solution
Чтобы преобразовать смешанное число в неправильную дробь, нужно целую часть умножить на знаменатель дробной части и прибавить числитель дробной части. Получим числитель неправильной дроби, а знаменатель оставим прежним. $1 \frac{10}{11} = \frac{1 \cdot 11 + 10}{11} = \frac{21}{11}$.
answer
$\frac{21}{11}$

action
Запишем формулу для вычисления площади поверхности сферы.
solution
Площадь поверхности сферы вычисляется по формуле $S = 4\pi r^2$, где $r$ — радиус сферы.
answer
$S = 4\pi r^2$

action
Подставим значение радиуса $r = \frac{21}{11}$ в формулу для вычисления площади поверхности сферы.
solution
Подставим $r = \frac{21}{11}$ в формулу $S = 4\pi r^2$. Получим $S = 4\pi \left(\frac{21}{11}\right)^2$.
answer
$S = 4\pi \left(\frac{21}{11}\right)^2$

action
Вычислим квадрат радиуса $\left(\frac{21}{11}\right)^2$.
solution
Возведём дробь $\frac{21}{11}$ в квадрат. Получим $\left(\frac{21}{11}\right)^2 = \frac{21^2}{11^2} = \frac{441}{121}$.
answer
$\frac{441}{121}$

action
Подставим полученное значение квадрата радиуса в формулу для вычисления площади поверхности сферы.
solution
Подставим $\frac{441}{121}$ в формулу $S = 4\pi \left(\frac{21}{11}\right)^2$. Получим $S = 4\pi \cdot \frac{441}{121} = \frac{1764\pi}{121}$.
answer
$\frac{1764\pi}{121}$

final_answer
$\frac{1764\pi}{121}$",,Кроме подстановки в шаге 5 есть дальнейшее упрощение,TRUE,FALSE,FALSE,circle,circle_area,Окружность,Площадь круга и его частей,1-4 кл.
559_may-aug,$\frac{2}{5}+\frac{9}{3}=$,$\frac{17}{5}$,"action
Упростим дробь $\frac{9}{3}$.
solution
Дробь $\frac{9}{3}$ можно упростить, разделив числитель на знаменатель. Так как $9$ делится на $3$ ровно, получим $3$.
answer
$3$

action
Представим число $3$ в виде дроби с тем же знаменателем, что и $\frac{2}{5}$.
solution
Чтобы сложить дроби, их знаменатели должны совпадать. Число $3$ можно представить как дробь $\frac{15}{5}$, так как $3 \times 5 = 15$.
answer
$\frac{15}{5}$

action
Сложим дроби $\frac{2}{5}$ и $\frac{15}{5}$.
solution
Теперь, когда у нас есть две дроби с одинаковым знаменателем, мы можем сложить их числители, оставив знаменатель без изменений. Складываем $2$ и $15$, получаем $17$.
answer
$\frac{17}{5}$

final_answer
$\frac{17}{5}$",,,TRUE,FALSE,FALSE,fraction,add+sub,Обыкновенные дроби,Сложение и вычитание,5-6 кл.
560_may-aug,$\lim _ {x \rightarrow \pi} \frac {1 - \sin \frac {x} {2}} {\pi - x}$,$\frac{1}{2}$,"action
Сделаем замену переменной $y = \pi - x$.
solution
При $x \rightarrow \pi$, $y \rightarrow 0$. Это позволит упростить выражение под пределом.
answer
$y = \pi - x$

action
Выразим $\frac{x}{2}$ через $y$.
solution
Так как $x = \pi - y$, то $\frac{x}{2} = \frac{\pi - y}{2}$. Это необходимо для подстановки в исходное выражение.
answer
$\frac{x}{2} = \frac{\pi - y}{2}$

action
Подставим $\frac{\pi - y}{2}$ в исходное выражение.
solution
Подставляем $\frac{\pi - y}{2}$ вместо $\frac{x}{2}$ в выражение $\frac{1 - \sin \frac{x}{2}}{\pi - x}$, чтобы упростить его.
answer
$\frac{1 - \sin \left(\frac{\pi - y}{2}\right)}{y}$

action
Используем тригонометрическое тождество для $\sin \left(\frac{\pi - y}{2}\right)$.
solution
Применяем тождество $\sin \left(\frac{\pi - y}{2}\right) = \cos \left(\frac{y}{2}\right)$, чтобы упростить выражение.
answer
$\sin \left(\frac{\pi - y}{2}\right) = \cos \left(\frac{y}{2}\right)$

action
Подставим $\cos \left(\frac{y}{2}\right)$ в выражение.
solution
Заменяем $\sin \left(\frac{\pi - y}{2}\right)$ на $\cos \left(\frac{y}{2}\right)$, чтобы получить новое выражение под пределом.
answer
$\frac{1 - \cos \left(\frac{y}{2}\right)}{y}$

action
Используем формулу для $1 - \cos \left(\frac{y}{2}\right)$.
solution
Применяем формулу $1 - \cos \left(\frac{y}{2}\right) = 2 \sin^2 \left(\frac{y}{4}\right)$, чтобы упростить числитель.
answer
$1 - \cos \left(\frac{y}{2}\right) = 2 \sin^2 \left(\frac{y}{4}\right)$

action
Подставим $2 \sin^2 \left(\frac{y}{4}\right)$ в выражение.
solution
Заменяем $1 - \cos \left(\frac{y}{2}\right)$ на $2 \sin^2 \left(\frac{y}{4}\right)$, чтобы получить новое выражение под пределом.
answer
$\frac{2 \sin^2 \left(\frac{y}{4}\right)}{y}$

action
Упростим выражение, используя $y = 4 \cdot \frac{y}{4}$.
solution
Разделим числитель и знаменатель на $\frac{y}{4}$, чтобы упростить выражение и применить известный предел.
answer
$\frac{2 \sin^2 \left(\frac{y}{4}\right)}{4 \cdot \frac{y}{4}} = \frac{1}{2} \cdot \frac{\sin^2 \left(\frac{y}{4}\right)}{\frac{y}{4}}$

action
Применим известный предел $\lim_{z \rightarrow 0} \frac{\sin z}{z} = 1$.
solution
Используем предел $\lim_{z \rightarrow 0} \frac{\sin z}{z} = 1$, где $z = \frac{y}{4}$, чтобы найти значение выражения при $y \rightarrow 0$.
answer
$\lim_{y \rightarrow 0} \frac{1}{2} \cdot \frac{\sin^2 \left(\frac{y}{4}\right)}{\frac{y}{4}} = \frac{1}{2} \cdot 1^2 = \frac{1}{2}$

final_answer
$\frac{1}{2}$",,,FALSE,FALSE,FALSE,derivative,limits,Производные,Пределы,5-6 кл.
561_may-aug,Объясни «упрощается до $\frac{1}{ab}$»,$\frac{1}{ab}$,"action
Упростите выражение $\frac{1}{a} \cdot \frac{1}{b}$, перемножив числители и знаменатели.
solution
При умножении дробей числители и знаменатели перемножаются:  
$$
\frac{1}{a} \cdot \frac{1}{b} = \frac{1 \cdot 1}{a \cdot b} = \frac{1}{ab}.
$$
answer
$\frac{1}{ab}$

final_answer
$\frac{1}{ab}$",,,,,TRUE,alg_expression,fraction,Буквенные выражения,Алгебраические дроби,1-4 кл.
562_may-aug,"Старший и средний брат вместе могут сделать всю домашку<br>младшего брата за 2 часа. Если старший брат будет делать<br>домашку с младшим, они справятся за 3 часа. А если вместе с<br>младшим делать его домашку будет средний, то у них уйдёт 4 часа.<br>А сколько времени уйдёт на домашку младшего, если они будет её<br>все втроём одновременно?",$\frac{24}{13}$ часов,"action
Определим производительность старшего и среднего брата вместе.
solution
Старший и средний брат вместе могут сделать всю домашку младшего брата за 2 часа. Значит, их совместная производительность равна $\frac{1}{2}$ работы в час.
answer
$\frac{1}{2}$

action
Определим производительность старшего и младшего брата вместе.
solution
Если старший брат будет делать домашку с младшим, они справятся за 3 часа. Значит, их совместная производительность равна $\frac{1}{3}$ работы в час.
answer
$\frac{1}{3}$

action
Определим производительность среднего и младшего брата вместе.
solution
Если средний брат будет делать домашку с младшим, они справятся за 4 часа. Значит, их совместная производительность равна $\frac{1}{4}$ работы в час.
answer
$\frac{1}{4}$

action
Сложим все три уравнения для определения общей производительности.
solution
Сложим уравнения: $\left(\frac{1}{x} + \frac{1}{y}\right) + \left(\frac{1}{y} + \frac{1}{z}\right) + \left(\frac{1}{x} + \frac{1}{z}\right) = \frac{1}{2} + \frac{1}{3} + \frac{1}{4}$. Это упрощается до $2\left(\frac{1}{x} + \frac{1}{y} + \frac{1}{z}\right) = \frac{13}{12}$.
answer
$2\left(\frac{1}{x} + \frac{1}{y} + \frac{1}{z}\right) = \frac{13}{12}$

action
Найдем общую производительность всех троих братьев.
solution
Разделим обе части уравнения на 2: $\frac{1}{x} + \frac{1}{y} + \frac{1}{z} = \frac{13}{24}$. Это означает, что совместная производительность всех троих братьев равна $\frac{13}{24}$ работы в час.
answer
$\frac{13}{24}$

action
Определим время, за которое братья выполнят всю домашку, работая вместе.
solution
Чтобы найти время, за которое братья выполнят всю домашку, работая вместе, нужно взять обратное значение от общей производительности: $\frac{1}{\frac{13}{24}} = \frac{24}{13}$ часов.
answer
$\frac{24}{13}$

final_answer
$\frac{24}{13}$ часов",,В шаге 4 откуда берутся неизвестные x y z  - непонятно,TRUE,FALSE,FALSE,word_problem,dynamic_frac_eq,Решение задач,Динамические задачи на дробно-рациональное уравнение,7-9 кл.
563_may-aug,$\frac {2x ^ {\frac {1} {3}}} {x ^ {\frac {2} {3}} - 3x ^ {- \frac {1} {3}}} - \frac {\sqrt [3] {x ^ {2}}} {x ^ {\frac {5} {3}} - \sqrt [3] {x ^ {2}}} - \frac {x + 1} {x ^ {2} - 4x + 3}$,$\frac{2x^{\frac{5}{3}} - 2x^{\frac{2}{3}} - 2x + 2}{(x - 3)(x - 1)}$,"action
Упростим первую дробь $\frac{2x^{\frac{1}{3}}}{x^{\frac{2}{3}} - 3x^{-\frac{1}{3}}}$.
solution
Умножим числитель и знаменатель на $x^{\frac{1}{3}}$, чтобы избавиться от отрицательной степени:
$\frac{2x^{\frac{1}{3}} \cdot x^{\frac{1}{3}}}{(x^{\frac{2}{3}} - 3x^{-\frac{1}{3}}) \cdot x^{\frac{1}{3}}} = \frac{2x^{\frac{2}{3}}}{x - 3}$.
answer
$\frac{2x^{\frac{2}{3}}}{x - 3}$

action
Упростим вторую дробь $\frac{\sqrt[3]{x^2}}{x^{\frac{5}{3}} - \sqrt[3]{x^2}}$.
solution
Заметим, что $\sqrt[3]{x^2} = x^{\frac{2}{3}}$. Умножим числитель и знаменатель на $x^{\frac{1}{3}}$:
$\frac{x^{\frac{2}{3}} \cdot x^{\frac{1}{3}}}{(x^{\frac{5}{3}} - x^{\frac{2}{3}}) \cdot x^{\frac{1}{3}}} = \frac{x}{x^2 - x} = \frac{x}{x(x - 1)} = \frac{1}{x - 1}$.
answer
$\frac{1}{x - 1}$

action
Упростим третью дробь $\frac{x + 1}{x^2 - 4x + 3}$.
solution
Разложим знаменатель на множители: $x^2 - 4x + 3 = (x - 1)(x - 3)$. Получим:
$\frac{x + 1}{(x - 1)(x - 3)}$.
answer
$\frac{x + 1}{(x - 1)(x - 3)}$

action
Объединим все упрощенные дроби.
solution
Сложим упрощенные дроби:
$\frac{2x^{\frac{2}{3}}}{x - 3} - \frac{1}{x - 1} - \frac{x + 1}{(x - 1)(x - 3)}$.
answer
$\frac{2x^{\frac{2}{3}}}{x - 3} - \frac{1}{x - 1} - \frac{x + 1}{(x - 1)(x - 3)}$

action
Найдем общий знаменатель для всех дробей.
solution
Общий знаменатель для дробей $\frac{2x^{\frac{2}{3}}}{x - 3}$, $\frac{1}{x - 1}$ и $\frac{x + 1}{(x - 1)(x - 3)}$ равен $(x - 3)(x - 1)$. Приведем каждую дробь к общему знаменателю:
$\frac{2x^{\frac{2}{3}}(x - 1) - (x - 3) - (x + 1)}{(x - 3)(x - 1)}$.
answer
$\frac{2x^{\frac{2}{3}}(x - 1) - (x - 3) - (x + 1)}{(x - 3)(x - 1)}$

action
Упростим числитель.
solution
Раскроем скобки в числителе:
$2x^{\frac{2}{3}}(x - 1) - (x - 3) - (x + 1) = 2x^{\frac{5}{3}} - 2x^{\frac{2}{3}} - x + 3 - x - 1 = 2x^{\frac{5}{3}} - 2x^{\frac{2}{3}} - 2x + 2$.
answer
$2x^{\frac{5}{3}} - 2x^{\frac{2}{3}} - 2x + 2$

final_answer
$\frac{2x^{\frac{5}{3}} - 2x^{\frac{2}{3}} - 2x + 2}{(x - 3)(x - 1)}$",,ifu 5,TRUE,FALSE,FALSE,alg_expression,fraction,Буквенные выражения,Алгебраические дроби,1-4 кл.
564_may-aug,"3B1. Решить уравнение:<br>$0,4 ^ {\mathrm {x} - 2} = \left (\frac {25} {4} \right) ^ {2 \mathrm {x}}$",$\frac{2}{5}$,"action
Представим $0,4$ в виде дроби и преобразуем уравнение.
solution
Заметим, что $0,4 = \frac{2}{5}$. Тогда уравнение примет вид:
$\left(\frac{2}{5}\right)^{x-2} = \left(\frac{25}{4}\right)^{2x}$.
answer
$\left(\frac{2}{5}\right)^{x-2} = \left(\frac{25}{4}\right)^{2x}$

action
Представим $\frac{25}{4}$ в виде степени $\frac{5}{2}$.
solution
Заметим, что $\frac{25}{4} = \left(\frac{5}{2}\right)^2$. Тогда уравнение примет вид:
$\left(\frac{2}{5}\right)^{x-2} = \left(\left(\frac{5}{2}\right)^2\right)^{2x}$.
answer
$\left(\frac{2}{5}\right)^{x-2} = \left(\left(\frac{5}{2}\right)^2\right)^{2x}$

action
Применим свойство степеней $\left(a^m\right)^n = a^{mn}$.
solution
Применим свойство степеней к правой части уравнения:
$\left(\frac{2}{5}\right)^{x-2} = \left(\frac{5}{2}\right)^{4x}$.
answer
$\left(\frac{2}{5}\right)^{x-2} = \left(\frac{5}{2}\right)^{4x}$

action
Заметим, что $\frac{5}{2}$ и $\frac{2}{5}$ являются взаимно обратными числами, и преобразуем уравнение.
solution
Так как $\frac{5}{2} = \left(\frac{2}{5}\right)^{-1}$, то уравнение можно переписать как:
$\left(\frac{2}{5}\right)^{x-2} = \left(\left(\frac{2}{5}\right)^{-1}\right)^{4x}$.
answer
$\left(\frac{2}{5}\right)^{x-2} = \left(\left(\frac{2}{5}\right)^{-1}\right)^{4x}$

action
Применим свойство степеней $\left(a^{-1}\right)^n = a^{-n}$.
solution
Применим свойство степеней к правой части уравнения:
$\left(\frac{2}{5}\right)^{x-2} = \left(\frac{2}{5}\right)^{-4x}$.
answer
$\left(\frac{2}{5}\right)^{x-2} = \left(\frac{2}{5}\right)^{-4x}$

action
Приравняем показатели степеней, так как основания равны.
solution
Так как основания степеней равны, то можно приравнять их показатели:
$x - 2 = -4x$.
answer
$x - 2 = -4x$

action
Решим полученное уравнение.
solution
Перенесем все слагаемые с $x$ в одну сторону:
$x + 4x = 2$.
Сложим подобные слагаемые:
$5x = 2$.
Разделим обе части уравнения на 5:
$x = \frac{2}{5}$.
answer
$x = \frac{2}{5}$

final_answer
$\frac{2}{5}$",,вопрос шага 4 неконкретен,TRUE,FALSE,FALSE,equation,exponent,Уравнения (и их системы),Степень с натуральным показателем,1-4 кл.
565_may-aug,"2.2.17. В параллелограмме ABCD проведена биссектриса угла A, пересекающая сторону ВС в точке К. Найдите КС, если<br>$AB = 5$а периметр параллелограмма равен 22.<br>Ответ: _",$\frac{36}{11}$,"action
Найдём длину стороны $AD$ параллелограмма $ABCD$.
solution
Периметр параллелограмма равен $22$, а противоположные стороны параллелограмма равны. Значит, $2(AB + AD) = 22$. Подставим известное значение $AB = 5$: $2(5 + AD) = 22$. Разделим обе части уравнения на $2$: $5 + AD = 11$. Вычтем $5$ из обеих частей уравнения: $AD = 6$.
answer
$AD = 6$

action
Определим длину отрезка $BK$.
solution
Так как $ABCD$ — параллелограмм, то $AB \parallel CD$ и $AD \parallel BC$. Биссектриса угла $A$ пересекает сторону $BC$ в точке $K$. В параллелограмме биссектриса угла $A$ делит сторону $BC$ на отрезки, пропорциональные сторонам $AB$ и $AD$. Значит, $\frac{BK}{KC} = \frac{AB}{AD} = \frac{5}{6}$. Пусть $BK = 5x$ и $KC = 6x$. Тогда $BC = BK + KC = 5x + 6x = 11x$. Так как $BC = AD = 6$, то $11x = 6$. Решим уравнение для $x$: $x = \frac{6}{11}$.
answer
$x = \frac{6}{11}$

action
Найдём длину отрезка $KC$.
solution
$KC = 6x = 6 \cdot \frac{6}{11} = \frac{36}{11}$.
answer
$\frac{36}{11}$

final_answer
$\frac{36}{11}$",,,FALSE,FALSE,FALSE,tetragon,parallelogram,Четырёхугольники,Параллелограмм,7-9 кл.
566_may-aug,$9-2\left(-4x+7\right)=7$,$\frac{3}{2}$,"action
Раскроем скобки в уравнении $9 - 2(-4x + 7) = 7$.
solution
Перед скобками стоит множитель $-2$, поэтому умножим каждое слагаемое внутри скобок на $-2$:  
$-2 \cdot (-4x) = 8x$,  
$-2 \cdot 7 = -14$.  
Получаем:  
$9 + 8x - 14 = 7$.
answer
$9 + 8x - 14 = 7$

action
Упростим левую часть уравнения $9 + 8x - 14 = 7$.
solution
Сложим числа $9$ и $-14$:  
$9 - 14 = -5$.  
Уравнение принимает вид:  
$8x - 5 = 7$.
answer
$8x - 5 = 7$

action
Перенесём $-5$ в правую часть уравнения $8x - 5 = 7$.
solution
Чтобы изолировать слагаемое с $x$, прибавим $5$ к обеим частям уравнения:  
$8x = 7 + 5$.  
Вычислим сумму:  
$7 + 5 = 12$.
answer
$8x = 12$

action
Решим уравнение $8x = 12$.
solution
Разделим обе части уравнения на $8$:  
$x = \frac{12}{8}$.  
Сократим дробь, разделив числитель и знаменатель на $4$:  
$\frac{12}{8} = \frac{3}{2}$.
answer
$x = \frac{3}{2}$

final_answer
$\frac{3}{2}$",,Шаг 3: лучше перенесем и упростим,TRUE,FALSE,FALSE,equation,linear,Уравнения (и их системы),Линейные уравнения,5-6 кл.
567_may-aug,Реши дробь,$\frac{3}{8}$,"action
Определим числитель и знаменатель дроби.
solution
Числитель дроби — это число, записанное над чертой, в данном случае это $3$. Знаменатель дроби — это число, записанное под чертой, в данном случае это $8$.
answer
Числитель: $3$, знаменатель: $8$

action
Проверим, можно ли упростить дробь $\frac{3}{8}$.
solution
Для упрощения дроби необходимо найти наибольший общий делитель (НОД) числителя и знаменателя. Числитель $3$ — простое число, его делители: $1$ и $3$. Знаменатель $8$ имеет делители: $1$, $2$, $4$, $8$. Единственный общий делитель — $1$. Так как НОД равен $1$, дробь $\frac{3}{8}$ уже находится в самом простом виде.
answer
Дробь $\frac{3}{8}$ уже в самом простом виде

final_answer
$\frac{3}{8}$",,,,,TRUE,out_of_the_box,picture_eq,"Кружок (нестандартные задачи, изюм)","Уравнения и системы в картинках (возможно с весами)  [не берем, картинка]",10-11 кл.
